"ID","USU_CUENTA","UNICODE","FECHA","EDAD","SEXO","ACT_ECONOMICA","ACT_ECONOMICA_OTRO","NIVEL_ESTUDIOS","CUALES_PLACA_SON_CHIRI","CARACT_AYUDAN_IDENTIFICAR_CHIRI","DONDE_BUSCA_CHIRI","HABLADO_OIDO_VISTO_CHIRI","QUIEN_HABLADO_CHIRI","QUIEN_HABLADO_CHIRI_OTRO","OIDO_VISTO_INFORMACION_CHIRI","OIDO_VISTO_INFORMACION_CHIRI_OTRO","RECIENTEMENTE_CHIRI_ZONA","COMO_ENTERADO","COMO_ENTERADO_OTRO","SABES_SENIALES_CHIRI","CHIRI_TRANSMITIR_ENFERMEDAD","QUE_ENFERMEDADES_TRANSMITE_CHIRI","QUE_ENFERMEDADES_TRANSMITE_CHIRI_OTRO","ULTIMO_ANIO_VIO_CHIRI","REPORTO_DENUNCIO_CHIRI","AQUIEN_REPORTO","AQUIEN_REPORTO_OTRO","VINIERON_CONFIRMAR_PRESENCIA_INSECTO","VIERA_CHIRI_CASA_QUE_HARIA","VIERA_CHIRI_CASA_QUE_HARIA_OTRO","COMO_COMUNICARSE_ALERTACHIRI","SOSPECHAS_CHIRI_CASA_QUE_HARIA","SOSPECHAS_CHIRI_CASA_QUE_HARIA_OTRO","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA_OTRO","ESTE_ANIO_HA_VISTO_PERSONAL_SALUD","ULTIMO_ANIO_PERSONAL_SALUD_TOCO_PUERTA_CASA","HACE_CUANTO_TIEMPO_VISITARON","PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA_OTRO","VA_BODEGAS_CERCANAS","FRECUENCIA_COMPRA_BODEGA","HACE_USO_APP","HA_VISTO_IMAGEN_MOSTRADA","VIO_IMAGEN_1","VIO_IMAGEN_1_OTRO","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2","VIO_IMAGEN_2_OTRO","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3","VIO_IMAGEN_3_OTRO","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR_DONDE","NO_QUISO_RESPONDER_MAS","DATETIME","AGECLASS","OCCUPATIONS","OTHER_DISEASES","KNOWLEDGE_OF_DISEASE_TRANSMISSION","NS_NR","CHIRI_ADULTA","CHIRI_NIFA_3","CHIRI_NIFA_4_fl","CHIRI_NINFA_4_alim","COREIDO","CHINCHE_CAMA","CHINCHE_HEDIONDA","CUCARACHA","CHINCHE_CINTURON_AMARILLO","ESCARBAJO","GORGOJO","MOSCA","NS_NR_SENIALES","CHIRI_FECAL_TRAILS","CHINCHE_CAMA_FECES","MOUSE_FECES","MOLD","CHIRI_EGGS","CHIRI_FECAL_TRAIL","sum_vector_ID","sum_sign_ID","sum_correct_vector","sum_incorrect_vector","score_vectors","sum_correct_sign","sum_incorrect_sign","vector_cat","sign_cat","score_signs","score_signs_10","score_vectors_10","QUE_HARIA_CHIRIS","QUE_PASA_REPORTE","UNIVERSIDAD","AGENTE_COMUNIDAD","VECINO","FAMILIAR","PROFESIONAL_SALUD","OTRO","AMIGO","COLEGIO","OTRO_HABLADO","CUANDO_FUMIGARON","GOBIERNO_REGIONAL","PERIFONEO","NOTICIAS","PROFESIONAL_SALUD_TOT","POSTA","VECINDARIO","CALLE","OTRO_OIDO1","REDES_SOCIALES_OIDO","MEDIO_COMUNICACION_OIDO","CASA_FAMILIAR","COLEGIO_UNIVERSIDAD_OIDO","OTRO_OIDO","MEDIO_COMUNICACION"
71,"Rqa","1.13.1.190","2022-02-24",65,"F","trabajador_planilla",NA,"postgrado","chiri_adulta-chiri_ninfa_4_alim","Por Ser plana ","En los animales ","no",NA,NA,NA,NA,"no",NA,NA,"a","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 17:15:47","60-100","trabajador_planilla",NA,"Chagas",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,2,1,0,"adult+1ninf","solo fecal trails",1,11,12,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
72,"Oca","1.13.51.726","2022-02-24",18,"F","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta","El color","En el techo","si_oido_hablar_v",NA,NA,"medio_comunicacion",NA,"no",NA,NA,"a","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 17:20:19","18-31","trabajador_independiente",NA,"Chagas",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1,0,"adult+1other","solo fecal trails",1,11,10,"mataria","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
73,"Mls","1.13.50.749","2022-02-24",40,"F","trabajador_independiente",NA,"primaria","chiri_nifa_4_fl","Tiene pico grande","Rincones","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"otro","Limpieza",NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 17:24:00","32-45","trabajador_independiente",NA,"Si, pero no sabe/responde",0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo ninf4 fl","NS_NR",NA,NA,11,"limpiar","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
74,"Mar","1.13.69.274","2022-02-24",46,"M","trabajador_independiente",NA,"tecnico","coreido","Color","Descampados","si_oido_hablar_v",NA,NA,"medio_comunicacion-redes_sociales",NA,"no",NA,NA,"b","NS_NR",NA,NA,"NS_NR",NA,NA,NA,NA,"mataria",NA,NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"NS_NR",NA,"facebook","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 17:29:05","46-59","trabajador_independiente",NA,"NS_NR",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,-1,0,1,"incorrect only(1)","onlyincorrect(1)",-1,9,9,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
75,"Lmr","1.13.50.174","2022-02-24",27,"M","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta","Antenas color","Humedad por donde los animales ","si_hablado","amigo",NA,NA,NA,"no",NA,NA,"b","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 17:30:50","18-31","trabajador_independiente",NA,"Si, pero no sabe/responde",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1,"adult+1other","onlyincorrect(1)",-1,9,10,"mataria","NS_NR",0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
76,"Mls","1.13.50.831","2022-02-24",65,"F","ama_casa",NA,"ninguno","chiri_adulta","Tiene líneas en su cuerpo","Rendijas","si_oido_hablar_v",NA,NA,"medio_comunicacion",NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 17:35:00","60-100","ama_casa",NA,"NS_NR",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
77,"Mls","1.13.50.836","2022-02-24",60,"F","ama_casa",NA,"primaria","coreido-chiri_adulta","Tiene lineas","Donde estan los animales ","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 17:53:48","60-100","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"adult+1other","NS_NR",NA,NA,10,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
78,"Mar","1.13.69.293","2022-02-24",18,"M","sin_empleo",NA,"universidad","chiri_adulta","Tamaño y color","Lugares con grietad","si_oido_hablar_v",NA,NA,"redes_sociales",NA,"NS_NR",NA,NA,"a-e","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"nada",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"NS_NR",NA,"facebook-whatsapp","NS_NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 17:57:28","18-31","sin_empleo",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,1,2,0,"solo adulta","fecaltrails+1sign",2,12,11,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0
79,"Oca","1.13.51.611","2022-02-24",33,"F","trabajador_independiente",NA,"tecnico","coreido-chiri_ninfa_4_alim","El color de sus alas","El techo","si_oido_hablar_v",NA,NA,"medio_comunicacion",NA,"no",NA,NA,"a","si","chagas",NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","5_6_veces_semana","facebook-whatsapp","si","afiche",NA,"otro_lugar","En la posta",NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-02-24 18:11:17","32-45","trabajador_independiente",NA,"Chagas",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1,0,"solo 2ninf","solo fecal trails",1,11,10,"insecticida","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
80,"Mls","1.13.50.805","2022-02-24",20,"M","estudiante",NA,"universidad","chiri_adulta","Por su color","Lugares humedos","si_oido_hablar_v",NA,NA,"otro","En un mercado","no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 18:13:45","18-31","estudiante",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0
81,"Mia","1.13.10.196","2022-02-24",35,"F","ama_casa",NA,"secundaria","coreido-chiri_nifa_3-chiri_adulta-chiri_nifa_4_fl","Por el color,el adulto ","Detras de cuadros ","no",NA,NA,NA,NA,"no",NA,NA,"d","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 18:13:55","32-45","ama_casa",NA,"Chagas",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,1,2,0,1,"adult+3ninf","onlyincorrect(1)",-1,9,12,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
82,"Rqa","1.13.1.237","2022-02-24",52,"F","trabajador_independiente",NA,"secundaria","coreido-gorgojo","No sabe","En corrales ","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 18:23:40","46-59","trabajador_independiente",NA,"Chagas",0,0,0,0,0,1,0,0,0,0,0,1,0,1,10,10,10,10,10,10,2,60,0,2,-2,30,30,"incorrect only(2)","NS_NR",NA,NA,8,"mataria","NS_NR",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
84,"Zac","1.13.51.1409","2022-02-24",67,"F","ama_casa",NA,"primaria","chiri_adulta","Forma","Sillares","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"c","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"otro","Limpiaria","NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 18:36:15","60-100","ama_casa",NA,"NS_NR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,"solo adulta","onlyincorrect(1)",-1,9,11,"mataria","NS_NR",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
85,"Lmr","1.13.50.243","2022-02-24",57,"M","trabajador_independiente",NA,"secundaria","chiri_adulta","Color ","Dentro de la casa patio","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 18:43:02","46-59","trabajador_independiente",NA,"NS_NR",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"mataria","NS_NR",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
86,"Oca","1.13.51.650","2022-02-24",43,"F","ama_casa",NA,"secundaria","coreido-chiri_adulta","Su color","En los cuyeros","si_oido_hablar_v",NA,NA,"medio_comunicacion",NA,"no",NA,NA,"a","si","otro","Enfermedad del corazón ","no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 19:03:43","32-45","ama_casa","Enfermedad del corazón/pecho","Enfermedad del corazón/pecho",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1,0,"adult+1other","solo fecal trails",1,11,10,"insecticida","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
87,"Mls","1.13.48.29","2022-02-24",38,"F","trabajador_independiente",NA,"secundaria","chiri_adulta-cucaracha-chiri_ninfa_4_alim","Cuerpo rojizo","Donde hay animales","si_oido_hablar_v",NA,NA,"posta",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"otro","Limpieza","inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-24 19:06:20","32-45","trabajador_independiente",NA,"Chagas",0,1,0,0,1,0,0,0,1,0,0,0,0,1,10,10,10,10,10,10,3,60,2,1,1,30,30,"adult+2ninf","NS_NR",NA,NA,11,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0
88,"Mia","1.13.10.159","2022-02-25",30,"F","ama_casa",NA,"secundaria","chiri_nifa_3-chinche_cama-chiri_nifa_4_fl-cucaracha","Por las antenas","Debajo de las camas","no",NA,NA,NA,NA,"no",NA,NA,"d-e","si","NS_NR",NA,"no",NA,NA,NA,NA,"reportaria",NA,NA,"insecticida",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-instagram-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-25 12:24:29","18-31","ama_casa",NA,"Si, pero no sabe/responde",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,4,2,2,2,0,1,1,"ninf4fl+ninf3=2other","onlyincorrect(2)",0,10,10,"reportaria","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
89,"Rqa","1.13.68.18","2022-02-25",57,"F","trabajador_independiente",NA,"secundaria","gorgojo","No sabe","En los rincones ","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-25 12:32:21","46-59","trabajador_independiente",NA,"NS_NR",0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
90,"Lmr","1.13.50.214","2022-02-25",45,"F","trabajador_independiente",NA,"universidad","chiri_adulta","Por el color del borde y sus patas","Debajo de piedras lugares oscuros ","si_hablado","otro","Cuando fumigaron",NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-25 12:33:34","32-45","trabajador_independiente",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","fumigan",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
91,"Mls","1.13.50.925","2022-02-25",23,"F","estudiante",NA,"universidad","chinche_cama-chiri_adulta-chiri_nifa_4_fl-cucaracha-chiri_ninfa_4_alim","Sus antenas y sus patas","No sabe","no",NA,NA,NA,NA,"no",NA,NA,"b-d","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-25 12:56:34","18-31","estudiante",NA,"Chagas",0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5,2,3,2,1,0,2,"adult+4ninf","onlyincorrect(1)",-2,8,11,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
92,"Mar","1.13.69.480","2022-02-25",53,"F","trabajador_independiente",NA,"secundaria","chiri_nifa_3-chiri_nifa_4_fl","Forma","En luares humedos","NS_NR",NA,NA,NA,NA,"NS_NR",NA,NA,"a-c","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"NS_NR",NA,"facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-25 13:06:43","46-59","trabajador_independiente",NA,"NS_NR",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,0,2,1,1,"solo 2ninf","onlyincorrect(1)",0,10,12,"mataria","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
93,"Zac","1.13.51.159","2022-02-25",54,"F","trabajador_independiente",NA,"tecnico","coreido-chiri_adulta","Plana y cuando pica se hincha","Debajo de los ladrillos","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"e","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"otro","Limpiaria ","NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-25 13:12:27","46-59","trabajador_independiente",NA,"Si, pero no sabe/responde",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1,0,"adult+1other","solo eggs",1,11,10,"mataria","NS_NR",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
94,"Oca","1.13.51.750","2022-02-25",43,"M","trabajador_independiente",NA,"tecnico","coreido-chiri_adulta","El color del cuerpo ","En los corral","si_oido_hablar_v",NA,NA,"medio_comunicacion",NA,"no",NA,NA,"a","si","chagas",NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-25 13:14:19","32-45","trabajador_independiente",NA,"Chagas",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1,0,"adult+1other","solo fecal trails",1,11,10,"insecticida","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
95,"Rqa","1.13.68.50","2022-02-25",82,"M","jubilado",NA,"secundaria","chiri_adulta-chiri_ninfa_4_alim","Ser planas","Animales ","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-25 13:18:36","60-100","jubilado",NA,"Chagas",0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
96,"Lmr","1.13.50.317","2022-02-25",45,"F","ama_casa",NA,"secundaria","chiri_adulta","Color ","Por los perros piedras","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"b","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-whatsapp","si","otro","Posta",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-02-25 13:20:37","32-45","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,"solo adulta","onlyincorrect(1)",-1,9,11,"atraparia centro salud","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
97,"Mar","1.13.69.529","2022-02-25",60,"M","trabajador_independiente",NA,"secundaria","chiri_adulta","Color","Sillares","si_oido_hablar_v",NA,NA,"posta",NA,"no",NA,NA,"a","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-25 13:22:08","60-100","trabajador_independiente",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,"solo adulta","solo fecal trails",1,11,11,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0
